timestamp,country,city,latitude,longitude,pm25,pm10,no2,so2,o3,co,aqi,temperature,humidity,wind_speed
2025-11-15 15:34:56.035687,US,New York,40.7128,-74.006,110.373,193.709,74.555,13.367,35.263,0.89,179,17.082,67.053,7.04
2025-11-15 15:34:56.035687,US,Los Angeles,34.0522,-118.2437,127.057,215.097,57.556,16.807,20.305,0.816,188,33.888,61.989,7.272
2025-11-15 15:34:56.035687,US,Chicago,41.8781,-87.6298,134.968,261.107,50.025,6.233,69.351,0.319,192,14.724,76.532,14.575
2025-11-15 15:34:56.035687,India,Mumbai,19.076,72.8777,20.346,50.463,74.149,18.97,54.555,0.372,68,5.164,81.125,9.375
2025-11-15 15:34:56.035687,India,Delhi,28.7041,77.1025,33.744,70.027,49.414,14.357,45.944,1.988,97,30.664,73.562,14.96
2025-11-15 15:34:56.035687,India,Bengaluru,12.9716,77.5946,10.254,23.623,68.176,16.176,51.604,1.078,43,26.833,73.746,11.125
2025-11-15 15:34:56.035687,UK,London,51.5074,-0.1278,37.396,92.377,25.648,12.197,79.401,0.653,106,7.746,43.644,7.593
2025-11-15 15:34:56.035687,Japan,Tokyo,35.6762,139.6503,132.804,215.621,27.233,19.288,23.816,0.323,191,10.714,57.919,1.095
2025-11-15 16:34:56.035687,US,New York,40.7128,-74.006,29.222,59.769,14.6,6.379,22.852,1.476,87,5.074,74.706,9.953
2025-11-15 16:34:56.035687,US,Los Angeles,34.0522,-118.2437,88.128,139.952,40.675,9.722,49.078,0.183,168,11.788,62.28,1.765
2025-11-15 16:34:56.035687,US,Chicago,41.8781,-87.6298,131.757,205.143,79.872,4.308,46.586,0.933,190,10.303,83.502,2.484
2025-11-15 16:34:56.035687,India,Mumbai,19.076,72.8777,60.988,142.941,13.335,19.53,58.135,1.04,154,12.566,51.665,12.217
2025-11-15 16:34:56.035687,India,Delhi,28.7041,77.1025,108.63,171.541,66.363,17.22,46.194,0.465,178,18.524,58.014,9.085
2025-11-15 16:34:56.035687,India,Bengaluru,12.9716,77.5946,46.007,108.053,56.712,6.759,23.838,1.292,127,18.723,87.077,3.189
2025-11-15 16:34:56.035687,UK,London,51.5074,-0.1278,41.749,71.075,41.959,12.235,28.233,1.104,116,26.542,42.493,3.841
2025-11-15 16:34:56.035687,Japan,Tokyo,35.6762,139.6503,82.233,163.998,68.679,18.963,54.152,0.637,165,32.103,44.266,4.864
2025-11-15 17:34:56.035687,US,New York,40.7128,-74.006,149.209,359.39,68.806,14.092,25.801,1.956,199,24.717,84.194,9.745
2025-11-15 17:34:56.035687,US,Los Angeles,34.0522,-118.2437,137.396,334.461,28.981,13.282,63.437,0.189,193,5.958,48.018,2.257
2025-11-15 17:34:56.035687,US,Chicago,41.8781,-87.6298,120.2,229.394,37.69,14.222,59.716,0.55,184,36.583,43.218,9.851
2025-11-15 17:34:56.035687,India,Mumbai,19.076,72.8777,21.436,43.918,71.001,12.227,62.518,1.33,71,12.64,66.417,3.467
2025-11-15 17:34:56.035687,India,Delhi,28.7041,77.1025,41.334,83.576,19.039,14.348,30.884,1.074,115,34.722,61.891,14.135
2025-11-15 17:34:56.035687,India,Bengaluru,12.9716,77.5946,107.087,174.299,34.338,4.875,29.277,0.223,178,29.697,53.51,4.977
2025-11-15 17:34:56.035687,UK,London,51.5074,-0.1278,134.73,335.447,41.182,10.002,25.6,0.897,192,34.228,34.107,2.787
2025-11-15 17:34:56.035687,Japan,Tokyo,35.6762,139.6503,118.058,274.786,49.55,13.529,34.355,0.752,183,16.272,68.667,6.91
2025-11-15 18:34:56.035687,US,New York,40.7128,-74.006,24.369,50.103,59.215,9.78,46.124,1.188,77,7.352,57.313,4.799
2025-11-15 18:34:56.035687,US,Los Angeles,34.0522,-118.2437,49.583,98.739,18.241,2.382,36.143,0.821,136,17.909,53.415,5.984
2025-11-15 18:34:56.035687,US,Chicago,41.8781,-87.6298,122.513,187.178,10.036,17.156,24.762,1.616,186,13.169,83.536,3.029
2025-11-15 18:34:56.035687,India,Mumbai,19.076,72.8777,141.25,256.704,29.091,5.862,42.743,1.527,195,8.592,43.932,14.718
2025-11-15 18:34:56.035687,India,Delhi,28.7041,77.1025,121.359,188.219,19.338,19.098,64.096,0.565,185,23.606,58.767,6.691
2025-11-15 18:34:56.035687,India,Bengaluru,12.9716,77.5946,145.577,288.817,31.923,6.412,46.298,0.425,198,19.534,38.37,12.637
2025-11-15 18:34:56.035687,UK,London,51.5074,-0.1278,42.282,93.878,54.928,12.063,20.128,1.844,118,30.642,69.25,10.539
2025-11-15 18:34:56.035687,Japan,Tokyo,35.6762,139.6503,110.697,249.27,64.312,18.041,32.497,1.58,180,24.651,34.647,2.451
2025-11-15 19:34:56.035687,US,New York,40.7128,-74.006,27.887,69.484,68.291,3.737,77.013,1.861,84,19.298,64.803,9.525
2025-11-15 19:34:56.035687,US,Los Angeles,34.0522,-118.2437,48.53,103.945,60.343,17.8,53.587,1.351,133,28.152,31.331,8.901
2025-11-15 19:34:56.035687,US,Chicago,41.8781,-87.6298,106.453,240.149,19.792,6.21,36.333,1.673,177,10.076,65.366,2.833
2025-11-15 19:34:56.035687,India,Mumbai,19.076,72.8777,14.038,32.943,74.902,17.153,49.673,0.858,55,33.846,58.222,9.281
2025-11-15 19:34:56.035687,India,Delhi,28.7041,77.1025,41.399,94.215,49.252,2.238,37.875,1.844,116,16.995,43.034,3.962
2025-11-15 19:34:56.035687,India,Bengaluru,12.9716,77.5946,119.446,268.284,60.968,17.864,67.785,0.828,184,16.39,44.147,14.909
2025-11-15 19:34:56.035687,UK,London,51.5074,-0.1278,52.72,95.809,63.068,14.953,51.177,1.429,143,22.65,42.796,5.226
2025-11-15 19:34:56.035687,Japan,Tokyo,35.6762,139.6503,100.608,213.757,40.364,9.701,57.301,1.721,174,23.645,89.129,2.649
2025-11-15 20:34:56.035687,US,New York,40.7128,-74.006,91.747,138.788,73.164,15.002,48.926,1.844,170,22.887,89.863,6.826
2025-11-15 20:34:56.035687,US,Los Angeles,34.0522,-118.2437,138.909,225.836,31.235,15.643,51.955,1.061,194,7.222,78.546,7.996
2025-11-15 20:34:56.035687,US,Chicago,41.8781,-87.6298,38.344,63.831,25.36,13.641,62.182,0.613,108,20.959,35.288,4.693
2025-11-15 20:34:56.035687,India,Mumbai,19.076,72.8777,86.863,149.615,10.404,17.187,70.516,1.345,167,27.294,48.473,10.619
2025-11-15 20:34:56.035687,India,Delhi,28.7041,77.1025,21.445,51.253,27.715,14.819,70.764,1.913,71,38.684,86.874,8.536
2025-11-15 20:34:56.035687,India,Bengaluru,12.9716,77.5946,130.593,283.963,66.519,19.792,49.045,0.583,190,15.357,42.14,8.579
2025-11-15 20:34:56.035687,UK,London,51.5074,-0.1278,101.738,252.19,19.246,6.793,70.294,0.957,175,18.499,78.905,6.406
2025-11-15 20:34:56.035687,Japan,Tokyo,35.6762,139.6503,64.801,159.853,52.763,19.351,54.322,1.922,156,21.771,75.731,1.573
2025-11-15 21:34:56.035687,US,New York,40.7128,-74.006,29.721,56.943,27.414,9.498,46.37,0.818,88,26.842,74.433,3.483
2025-11-15 21:34:56.035687,US,Los Angeles,34.0522,-118.2437,82.328,145.623,68.345,10.686,61.94,1.805,165,5.396,66.569,3.487
2025-11-15 21:34:56.035687,US,Chicago,41.8781,-87.6298,94.671,177.013,21.663,16.958,71.929,1.313,171,32.26,68.101,9.448
2025-11-15 21:34:56.035687,India,Mumbai,19.076,72.8777,142.404,298.727,41.756,5.583,64.14,0.85,196,26.656,30.616,13.376
2025-11-15 21:34:56.035687,India,Delhi,28.7041,77.1025,27.772,66.285,24.582,18.795,44.694,1.592,84,34.856,67.697,12.866
2025-11-15 21:34:56.035687,India,Bengaluru,12.9716,77.5946,91.631,213.073,47.395,12.702,44.634,0.266,170,7.297,76.323,10.152
2025-11-15 21:34:56.035687,UK,London,51.5074,-0.1278,100.318,188.03,72.728,3.865,25.513,0.224,174,33.1,57.544,8.51
2025-11-15 21:34:56.035687,Japan,Tokyo,35.6762,139.6503,103.786,231.564,28.722,19.36,54.759,0.584,176,6.733,33.774,5.552
2025-11-15 22:34:56.035687,US,New York,40.7128,-74.006,68.1,141.948,12.909,14.773,53.505,1.201,158,34.61,66.79,7.436
2025-11-15 22:34:56.035687,US,Los Angeles,34.0522,-118.2437,99.831,183.151,21.162,4.974,52.539,0.193,174,21.384,73.786,9.745
2025-11-15 22:34:56.035687,US,Chicago,41.8781,-87.6298,79.169,151.912,44.457,5.675,22.968,1.621,163,18.025,80.278,9.448
2025-11-15 22:34:56.035687,India,Mumbai,19.076,72.8777,18.482,30.447,42.212,14.109,71.844,0.962,64,25.133,56.194,10.298
2025-11-15 22:34:56.035687,India,Delhi,28.7041,77.1025,54.946,131.971,75.217,3.426,26.851,1.695,149,34.79,70.164,7.577
2025-11-15 22:34:56.035687,India,Bengaluru,12.9716,77.5946,27.484,44.089,51.852,15.001,65.326,1.42,83,15.221,68.778,14.295
2025-11-15 22:34:56.035687,UK,London,51.5074,-0.1278,106.234,205.94,45.253,5.246,23.177,0.748,177,15.54,83.917,2.719
2025-11-15 22:34:56.035687,Japan,Tokyo,35.6762,139.6503,62.542,132.168,31.921,6.986,38.976,1.156,155,36.023,38.955,1.896
2025-11-15 23:34:56.035687,US,New York,40.7128,-74.006,102.979,186.987,39.927,15.99,64.751,1.724,176,37.37,61.074,5.404
2025-11-15 23:34:56.035687,US,Los Angeles,34.0522,-118.2437,21.652,43.258,46.861,14.021,66.869,0.427,71,35.113,84.143,9.524
2025-11-15 23:34:56.035687,US,Chicago,41.8781,-87.6298,75.643,137.557,37.95,13.15,42.862,1.852,161,28.1,33.27,5.242
2025-11-15 23:34:56.035687,India,Mumbai,19.076,72.8777,38.673,87.796,28.685,4.771,24.51,1.396,109,18.831,64.3,5.763
2025-11-15 23:34:56.035687,India,Delhi,28.7041,77.1025,126.731,237.154,48.842,2.257,56.94,0.975,188,30.699,42.013,11.412
2025-11-15 23:34:56.035687,India,Bengaluru,12.9716,77.5946,60.714,105.32,70.376,17.488,28.953,1.576,154,20.277,46.926,7.732
2025-11-15 23:34:56.035687,UK,London,51.5074,-0.1278,118.377,202.261,12.107,4.222,51.754,0.101,183,12.293,34.249,3.807
2025-11-15 23:34:56.035687,Japan,Tokyo,35.6762,139.6503,44.786,106.56,16.834,4.014,30.618,0.42,124,39.832,60.062,2.601
2025-11-16 00:34:56.035687,US,New York,40.7128,-74.006,73.462,151.739,70.169,6.17,29.571,1.781,160,18.826,47.27,14.281
2025-11-16 00:34:56.035687,US,Los Angeles,34.0522,-118.2437,103.314,242.884,58.424,10.166,50.426,0.17,176,11.101,68.132,6.912
2025-11-16 00:34:56.035687,US,Chicago,41.8781,-87.6298,98.782,205.3,45.455,3.716,69.929,1.901,173,16.754,85.653,14.035
2025-11-16 00:34:56.035687,India,Mumbai,19.076,72.8777,98.389,215.084,61.591,19.867,36.613,0.534,173,25.992,41.537,9.184
2025-11-16 00:34:56.035687,India,Delhi,28.7041,77.1025,25.575,44.789,11.444,11.794,64.453,1.679,79,18.334,62.647,14.596
2025-11-16 00:34:56.035687,India,Bengaluru,12.9716,77.5946,143.289,330.493,67.39,3.843,51.72,1.668,196,15.833,88.711,9.113
2025-11-16 00:34:56.035687,UK,London,51.5074,-0.1278,140.807,311.027,40.847,8.797,21.957,1.316,195,24.714,56.627,3.679
2025-11-16 00:34:56.035687,Japan,Tokyo,35.6762,139.6503,57.941,95.163,53.402,6.695,34.86,1.473,152,20.995,64.258,14.407
2025-11-16 01:34:56.035687,US,New York,40.7128,-74.006,131.142,234.427,65.673,3.552,38.517,1.354,190,36.996,86.519,11.075
2025-11-16 01:34:56.035687,US,Los Angeles,34.0522,-118.2437,104.481,176.663,73.4,14.369,79.925,0.393,176,33.79,84.639,10.259
2025-11-16 01:34:56.035687,US,Chicago,41.8781,-87.6298,79.547,161.698,23.233,3.051,22.971,1.476,163,38.656,47.395,10.003
2025-11-16 01:34:56.035687,India,Mumbai,19.076,72.8777,44.538,82.61,15.255,16.932,47.259,0.478,123,13.008,35.996,12.124
2025-11-16 01:34:56.035687,India,Delhi,28.7041,77.1025,67.592,149.662,58.698,13.238,68.193,1.42,157,19.25,46.872,8.861
2025-11-16 01:34:56.035687,India,Bengaluru,12.9716,77.5946,101.483,195.656,37.842,2.281,76.683,0.396,175,35.075,71.511,14.087
2025-11-16 01:34:56.035687,UK,London,51.5074,-0.1278,85.266,131.738,41.581,9.088,60.883,0.43,166,24.061,84.537,3.238
2025-11-16 01:34:56.035687,Japan,Tokyo,35.6762,139.6503,58.949,137.701,64.292,16.133,59.162,1.916,153,35.282,41.503,3.264
2025-11-16 02:34:56.035687,US,New York,40.7128,-74.006,98.231,179.518,45.847,11.118,37.422,0.937,173,18.487,69.19,11.289
2025-11-16 02:34:56.035687,US,Los Angeles,34.0522,-118.2437,109.979,177.182,57.468,12.91,39.099,1.456,179,26.539,86.963,5.625
2025-11-16 02:34:56.035687,US,Chicago,41.8781,-87.6298,49.362,113.555,25.493,8.852,32.105,1.879,135,24.036,74.027,1.418
2025-11-16 02:34:56.035687,India,Mumbai,19.076,72.8777,108.073,246.46,52.299,7.755,66.027,1.46,178,35.797,68.631,4.128
2025-11-16 02:34:56.035687,India,Delhi,28.7041,77.1025,148.695,265.84,46.985,10.841,62.617,1.982,199,6.211,37.233,10.595
2025-11-16 02:34:56.035687,India,Bengaluru,12.9716,77.5946,96.194,164.557,33.267,13.767,79.459,0.325,172,15.431,57.051,9.279
2025-11-16 02:34:56.035687,UK,London,51.5074,-0.1278,26.499,50.422,74.866,12.569,55.686,0.919,81,29.813,55.226,10.97
2025-11-16 02:34:56.035687,Japan,Tokyo,35.6762,139.6503,42.957,75.287,42.028,6.961,55.347,0.332,119,17.701,72.831,14.772
2025-11-16 03:34:56.035687,US,New York,40.7128,-74.006,138.258,218.127,18.946,12.608,79.786,1.87,194,29.289,73.096,4.427
2025-11-16 03:34:56.035687,US,Los Angeles,34.0522,-118.2437,132.38,279.921,66.156,14.962,22.303,1.865,191,38.408,78.659,13.391
2025-11-16 03:34:56.035687,US,Chicago,41.8781,-87.6298,54.46,133.741,14.561,6.989,56.164,1.742,148,10.84,71.223,13.896
2025-11-16 03:34:56.035687,India,Mumbai,19.076,72.8777,71.745,118.758,17.884,2.323,35.579,1.813,159,13.127,76.708,2.226
2025-11-16 03:34:56.035687,India,Delhi,28.7041,77.1025,41.271,99.995,52.086,8.232,47.181,0.349,115,15.784,39.67,2.229
